OlinkID;AssayType;UniProt;Assay;Panel;Block;DataAnalysisRefID;BimodalDistribution;LODNPX;LODCount;LODMethod;Version
OID50634;assay;P07492;GRP;Reveal;1;R10001;FALSE;-2.78786583711695;6456;lod_npx;10.0.0
OID50635;assay;Q9HAV7;GRPEL1;Reveal;1;R10001;FALSE;-3.71024251784464;1586;lod_npx;10.0.0
OID50636;assay;P12544;GZMA;Reveal;1;R10001;FALSE;-7.8943358097881;150;lod_count;10.0.0
OID50637;assay;P10144;GZMB;Reveal;1;R10001;FALSE;-0.666695140079262;28606;lod_npx;10.0.0
OID50638;assay;P20718;GZMH;Reveal;1;R10001;FALSE;-5.70356812242281;498;lod_npx;10.0.0
OID50639;assay;Q9UJM8;HAO1;Reveal;1;R10001;FALSE;-4.91290378171769;1018;lod_npx;10.0.0
OID50640;assay;Q96D42;HAVCR1;Reveal;1;R10001;FALSE;-2.50885335870048;1470;lod_npx;10.0.0
OID50641;assay;Q99075;HBEGF;Reveal;1;R10001;FALSE;-7.15683796067968;150;lod_count;10.0.0
OID50642;assay;P14317;HCLS1;Reveal;1;R10001;FALSE;-2.99712129446745;414;lod_npx;10.0.0
OID50643;assay;P14210;HGF;Reveal;1;R10001;FALSE;-4.50761885771259;2224;lod_npx;10.0.0
OID50644;assay;Q03014;HHEX;Reveal;1;R10001;FALSE;-0.989398247333563;6496;lod_npx;10.0.0
OID50645;assay;P04439;HLA-A;Reveal;1;R10001;FALSE;-1.96640878668489;738;lod_npx;10.0.0
OID50647;assay;P08397;HMBS;Reveal;1;R10001;FALSE;-0.295293605199506;7174;lod_npx;10.0.0
OID50648;assay;P30519;HMOX2;Reveal;1;R10001;FALSE;-1.68443550599265;8928;lod_npx;10.0.0
OID50649;assay;P50135;HNMT;Reveal;1;R10001;FALSE;-6.31809689150835;234;lod_count;10.0.0
OID50650;assay;Q9BUJ2;HNRNPUL1;Reveal;1;R10001;FALSE;-1.87145582487694;1478;lod_npx;10.0.0
OID50651;assay;Q9NSC5;HOMER3;Reveal;1;R10001;FALSE;-3.63038461053624;960;lod_npx;10.0.0
OID50652;assay;P23327;HRC;Reveal;1;R10001;FALSE;-1.29570790213795;3114;lod_npx;10.0.0
OID50653;assay;P28845;HSD11B1;Reveal;1;R10001;FALSE;-3.97984383900313;738;lod_npx;10.0.0
OID50654;assay;P48723;HSPA13;Reveal;1;R10001;FALSE;-2.28692202365083;2566;lod_npx;10.0.0
OID50656;assay;O14558;HSPB6;Reveal;1;R10001;FALSE;-4.82478863091919;1910;lod_npx;10.0.0
OID50657;assay;Q14773;ICAM4;Reveal;1;R10001;FALSE;-4.26866290936651;530;lod_npx;10.0.0
OID50658;assay;O75144;ICOSLG;Reveal;1;R10001;FALSE;-3.15547170624251;2638;lod_npx;10.0.0
OID50659;assay;P14902;IDO1;Reveal;1;R10001;FALSE;-5.72045305291158;1214;lod_npx;10.0.0
OID50660;assay;P22304;IDS;Reveal;1;R10001;FALSE;-1.03927085001341;20912;lod_npx;10.0.0
OID50661;assay;P35475;IDUA;Reveal;1;R10001;FALSE;-4.57879449606516;8878;lod_npx;10.0.0
OID50662;assay;P13284;IFI30;Reveal;1;R10001;FALSE;-2.80531966012255;536;lod_npx;10.0.0
OID50663;assay;P17181;IFNAR1;Reveal;1;R10001;FALSE;-4.68999677200127;2438;lod_npx;10.0.0
OID50664;assay;P38484;IFNGR2;Reveal;1;R10001;FALSE;-5.53555313971547;232;lod_count;10.0.0
OID50665;assay;Q8IU57;IFNLR1;Reveal;1;R10001;FALSE;-1.96156766431789;1454;lod_npx;10.0.0
OID50666;assay;P78318;IGBP1;Reveal;1;R10001;FALSE;-2.63360634188322;548;lod_npx;10.0.0
OID50667;assay;P08069;IGF1R;Reveal;1;R10001;FALSE;-3.60509926766061;444;lod_npx;10.0.0
OID50668;assay;Q6B9Z1;IGFL4;Reveal;1;R10001;FALSE;-1.464041114184;3742;lod_npx;10.0.0
OID50669;assay;O75054;IGSF3;Reveal;1;R10001;FALSE;-4.53775123038935;172;lod_count;10.0.0
OID50670;assay;Q9Y6K9;IKBKG;Reveal;1;R10001;FALSE;-1.79138270293206;5074;lod_npx;10.0.0
OID50671;assay;P29459_P29460;IL12A_IL12B;Reveal;1;R10001;FALSE;0.512716024963377;10778;lod_npx;10.0.0
OID50672;assay;P29460;IL12B;Reveal;1;R10001;FALSE;-4.23621802841456;902;lod_npx;10.0.0
OID50673;assay;P40933;IL15;Reveal;1;R10001;FALSE;-1.15449058614794;2952;lod_npx;10.0.0
OID50674;assay;Q14005;IL16;Reveal;1;R10001;FALSE;-4.26857097166932;320;lod_npx;10.0.0
OID50675;assay;Q9NRM6;IL17RB;Reveal;1;R10001;FALSE;0.736666118935483;11874;lod_npx;10.0.0
OID50676;assay;Q13478;IL18R1;Reveal;1;R10001;FALSE;-5.14670351556309;1954;lod_npx;10.0.0
OID50677;assay;O95256;IL18RAP;Reveal;1;R10001;FALSE;-1.17274283792774;1112;lod_npx;10.0.0
OID50678;assay;Q9GZX6;IL22;Reveal;1;R10001;FALSE;0.125420224943407;906;lod_npx;10.0.0
OID50679;assay;Q5VWK5;IL23R;Reveal;1;R10001;FALSE;-6.35997530790154;222;lod_count;10.0.0
OID50680;assay;P24001;IL32;Reveal;1;R10001;FALSE;-4.11507499606747;354;lod_npx;10.0.0
OID50681;assay;Q9NZH8;IL36G;Reveal;1;R10001;FALSE;-0.440531289371739;5142;lod_npx;10.0.0
OID50682;assay;P24394;IL4R;Reveal;1;R10001;FALSE;-4.3015727113759;194;lod_count;10.0.0
OID50683;assay;Q01344;IL5RA;Reveal;1;R10001;FALSE;-0.813923138391689;8796;lod_npx;10.0.0
OID50684;assay;P05231;IL6;Reveal;1;R10001;FALSE;-2.55227753792929;246;lod_count;10.0.0
OID50685;assay;P13232;IL7;Reveal;1;R10001;FALSE;0.52697237469287;2526;lod_npx;10.0.0
OID50686;assay;P29218;IMPA1;Reveal;1;R10001;FALSE;0.17447714859809;26596;lod_npx;10.0.0
OID50687;assay;P49441;INPP1;Reveal;1;R10001;FALSE;-1.69205836896022;1216;lod_npx;10.0.0
OID50688;assay;Q92835;INPP5D;Reveal;1;R10001;FALSE;-2.05161658136805;4782;lod_npx;10.0.0
OID50689;assay;O15357;INPPL1;Reveal;1;R10001;FALSE;-1.1339789326027;5200;lod_npx;10.0.0
OID50690;assay;Q9Y5Q6;INSL5;Reveal;1;R10001;FALSE;-2.74075146556445;150;lod_count;10.0.0
OID50691;assay;Q8WWN9;IPCEF1;Reveal;1;R10001;FALSE;-7.63389713602911;232;lod_count;10.0.0
OID50692;assay;Q13576;IQGAP2;Reveal;1;R10001;FALSE;0.0152099967227152;17906;lod_npx;10.0.0
OID50693;assay;Q12912;IRAG2;Reveal;1;R10001;FALSE;-2.45702925820786;1176;lod_npx;10.0.0
OID50694;assay;Q9NWZ3;IRAK4;Reveal;1;R10001;FALSE;-1.88141976444174;1186;lod_npx;10.0.0
OID50695;assay;B1AKI9;ISM1;Reveal;1;R10001;FALSE;-3.88515513639499;3400;lod_npx;10.0.0
OID50696;assay;Q9UKX5;ITGA11;Reveal;1;R10001;FALSE;-6.61689556200348;594;lod_npx;10.0.0
OID50697;assay;P20701;ITGAL;Reveal;1;R10001;FALSE;-4.43283124596435;220;lod_count;10.0.0
OID50698;assay;P06756;ITGAV;Reveal;1;R10001;FALSE;-3.74386224764571;606;lod_npx;10.0.0
OID50699;assay;Q9UKP3;ITGB1BP2;Reveal;1;R10001;FALSE;-0.177898552400204;9976;lod_npx;10.0.0
OID50700;assay;P26010;ITGB7;Reveal;1;R10001;FALSE;-3.09145274825172;1312;lod_npx;10.0.0
OID50701;assay;O43736;ITM2A;Reveal;1;R10001;FALSE;-1.83201281892974;2400;lod_npx;10.0.0
OID50702;assay;Q14643;ITPR1;Reveal;1;R10001;FALSE;0.247831215257369;1216;lod_npx;10.0.0
OID50703;assay;P23276;KEL;Reveal;1;R10001;FALSE;-3.2513114076072;1224;lod_npx;10.0.0
OID50704;assay;P50053;KHK;Reveal;1;R10001;FALSE;-2.41950955534196;278;lod_count;10.0.0
OID50705;assay;Q5VV43;KIAA0319;Reveal;1;R10001;FALSE;-1.58914758267617;3476;lod_npx;10.0.0
OID50706;assay;Q14807;KIF22;Reveal;1;R10001;FALSE;-0.649547003134426;2012;lod_npx;10.0.0
OID50707;assay;P43627_P43628;KIR2DL2_KIR2DL3;Reveal;1;R10001;FALSE;-3.38790721065302;732;lod_npx;10.0.0
OID50708;assay;Q86Z14;KLB;Reveal;1;R10001;FALSE;-2.21373557348035;1744;lod_npx;10.0.0
OID50709;assay;Q9UKR3;KLK13;Reveal;1;R10001;FALSE;-2.09067151304055;6370;lod_npx;10.0.0
OID50711;assay;Q9H2R5;KLK15;Reveal;1;R10001;FALSE;-0.414987976052272;4936;lod_npx;10.0.0
OID50712;assay;Q12918;KLRB1;Reveal;1;R10001;FALSE;-7.97820916365919;206;lod_count;10.0.0
OID50713;assay;Q13241;KLRD1;Reveal;1;R10001;FALSE;-4.20127730940932;422;lod_npx;10.0.0
OID50714;assay;P26718;KLRK1;Reveal;1;R10001;FALSE;-3.53223854884487;328;lod_npx;10.0.0
OID50716;assay;P08727;KRT19;Reveal;1;R10001;FALSE;-0.186731099790821;8394;lod_npx;10.0.0
OID50717;assay;Q16719;KYNU;Reveal;1;R10001;FALSE;-2.49455400406318;856;lod_npx;10.0.0
OID50718;assay;P18627;LAG3;Reveal;1;R10001;FALSE;-3.82827453661011;688;lod_npx;10.0.0
OID50719;assay;Q6ISS4;LAIR2;Reveal;1;R10001;FALSE;-3.64740119723304;654;lod_npx;10.0.0
OID50720;assay;P07942;LAMB1;Reveal;1;R10001;FALSE;-5.73972072743945;2296;lod_npx;10.0.0
OID50721;assay;Q9UQV4;LAMP3;Reveal;1;R10001;FALSE;-2.98207624630528;1144;lod_npx;10.0.0
OID50722;assay;O43561;LAT;Reveal;1;R10001;FALSE;-3.56918946866763;338;lod_npx;10.0.0
OID50723;assay;Q9GZY6;LAT2;Reveal;1;R10001;FALSE;-3.18714142858041;2106;lod_npx;10.0.0
OID50724;assay;O95835;LATS1;Reveal;1;R10001;FALSE;-1.60562079516365;150;lod_count;10.0.0
OID50725;assay;Q6UX15;LAYN;Reveal;1;R10001;FALSE;-1.56466864975322;1402;lod_npx;10.0.0
OID50726;assay;Q6UWW0;LCN15;Reveal;1;R10001;FALSE;-1.85070111142553;172;lod_count;10.0.0
OID50727;assay;O00292;LEFTY2;Reveal;1;R10001;FALSE;-6.87512358034134;202;lod_count;10.0.0
OID50728;assay;P47929;LGALS7;Reveal;1;R10001;FALSE;-1.35006576779984;40498;lod_npx;10.0.0
OID50729;assay;P42702;LIFR;Reveal;1;R10001;FALSE;-0.0314662297447658;18018;lod_npx;10.0.0
OID50730;assay;P07098;LIPF;Reveal;1;R10001;FALSE;-0.512452349811362;8116;lod_npx;10.0.0
OID50731;assay;P20700;LMNB1;Reveal;1;R10001;FALSE;-4.40717434006011;1602;lod_npx;10.0.0
OID50732;assay;Q03252;LMNB2;Reveal;1;R10001;FALSE;-3.07751809815318;508;lod_npx;10.0.0
OID50733;assay;P29536;LMOD1;Reveal;1;R10001;FALSE;-3.33288930907595;996;lod_npx;10.0.0
OID50734;assay;P22079;LPO;Reveal;1;R10001;FALSE;-3.64587888498029;960;lod_npx;10.0.0
OID50735;assay;O75427;LRCH4;Reveal;1;R10001;FALSE;-3.77388518552092;8058;lod_npx;10.0.0
OID50736;assay;Q96JA1;LRIG1;Reveal;1;R10001;FALSE;-5.87543595220679;876;lod_npx;10.0.0
OID50737;assay;Q8N386;LRRC25;Reveal;1;R10001;FALSE;-3.2188199480476;1042;lod_npx;10.0.0
OID50738;assay;A6NM11;LRRC37A2;Reveal;1;R10001;FALSE;-2.05195234460454;3934;lod_npx;10.0.0
OID50739;assay;P09960;LTA4H;Reveal;1;R10001;FALSE;-0.396782879453596;2508;lod_npx;10.0.0
OID50740;assay;Q86TE4;LUZP2;Reveal;1;R10001;FALSE;-2.48357711607873;1518;lod_npx;10.0.0
OID50741;assay;Q9BS40;LXN;Reveal;1;R10001;FALSE;-0.748660194540772;536;lod_npx;10.0.0
OID50742;assay;O60449;LY75;Reveal;1;R10001;FALSE;-2.84965125519954;486;lod_npx;10.0.0
OID50743;assay;Q9HBG7;LY9;Reveal;1;R10001;FALSE;-6.46742910709148;424;lod_npx;10.0.0
OID50744;assay;Q9Y6Y9;LY96;Reveal;1;R10001;FALSE;-6.21479063377037;908;lod_npx;10.0.0
OID50745;assay;Q9Y6D9;MAD1L1;Reveal;1;R10001;FALSE;-3.07076501587368;1512;lod_npx;10.0.0
OID50746;assay;P20916;MAG;Reveal;1;R10001;FALSE;-0.196404384164066;2612;lod_npx;10.0.0
OID50747;assay;O60476;MAN1A2;Reveal;1;R10001;FALSE;-2.99949154457351;552;lod_npx;10.0.0
OID50748;assay;P52564;MAP2K6;Reveal;1;R10001;FALSE;-0.264781948522878;3772;lod_npx;10.0.0
OID50749;assay;Q9Y4K4;MAP4K5;Reveal;1;R10001;FALSE;-1.77849116183337;544;lod_npx;10.0.0
OID50750;assay;P45984;MAPK9;Reveal;1;R10001;FALSE;-1.0589018692294;8142;lod_npx;10.0.0
OID50751;assay;P48740;MASP1;Reveal;1;R10001;FALSE;-1.85946185583756;4424;lod_npx;10.0.0
OID50752;assay;O15232;MATN3;Reveal;1;R10001;FALSE;-4.3950731555287;1582;lod_npx;10.0.0
OID50753;assay;O15068;MCF2L;Reveal;1;R10001;FALSE;-2.80333906807698;878;lod_npx;10.0.0
OID50754;assay;Q8NFP4;MDGA1;Reveal;1;R10001;FALSE;-2.43728034690897;2898;lod_npx;10.0.0
OID50755;assay;Q9BV79;MECR;Reveal;1;R10001;FALSE;-2.22376923152254;536;lod_npx;10.0.0
OID50756;assay;Q16819;MEP1A;Reveal;1;R10001;FALSE;-1.64051160840008;1528;lod_npx;10.0.0
OID50757;assay;Q6UB28;METAP1D;Reveal;1;R10001;FALSE;-1.47999670552859;624;lod_npx;10.0.0
OID50758;assay;P50579;METAP2;Reveal;1;R10001;FALSE;-5.1857517743889;1070;lod_npx;10.0.0
OID50759;assay;Q29980_Q29983;MICA_MICB;Reveal;1;R10001;FALSE;-4.42175523942084;500;lod_npx;10.0.0
OID50760;assay;Q9BUB5;MKNK1;Reveal;1;R10001;FALSE;-3.9784056058433;2706;lod_npx;10.0.0
OID50761;assay;P12872;MLN;Reveal;1;R10001;FALSE;-4.27716285094632;11004;lod_npx;10.0.0
OID50762;assay;P08473;MME;Reveal;1;R10001;FALSE;-4.39408662932973;766;lod_npx;10.0.0
OID50763;assay;P39900;MMP12;Reveal;1;R10001;FALSE;-6.47067212294729;320;lod_npx;10.0.0
OID50764;assay;Q16653;MOG;Reveal;1;R10001;FALSE;-2.66361953149071;542;lod_npx;10.0.0
OID50765;assay;Q14149;MORC3;Reveal;1;R10001;FALSE;0.17508219657263;4116;lod_npx;10.0.0
OID50766;assay;Q5T2T1;MPP7;Reveal;1;R10001;FALSE;-1.0904367612769;5052;lod_npx;10.0.0
OID50767;assay;P11836;MS4A1;Reveal;1;R10001;FALSE;-4.30212837260397;3888;lod_npx;10.0.0
OID50768;assay;Q13421;MSLN;Reveal;1;R10001;FALSE;-3.03456963470049;500;lod_npx;10.0.0
OID50769;assay;O14793;MSTN;Reveal;1;R10001;FALSE;-0.827087876962461;22112;lod_npx;10.0.0
OID50770;assay;Q86UE4;MTDH;Reveal;1;R10001;FALSE;-1.58443291096774;2476;lod_npx;10.0.0
OID50771;assay;Q8WXI7;MUC16;Reveal;1;R10001;FALSE;-2.86057430686486;420;lod_npx;10.0.0
OID50772;assay;Q02083;NAAA;Reveal;1;R10001;FALSE;-0.261357147363836;14644;lod_npx;10.0.0
OID50773;assay;Q96RE7;NACC1;Reveal;1;R10001;FALSE;-1.04398468378691;1756;lod_npx;10.0.0
OID50774;assay;P17050;NAGA;Reveal;1;R10001;FALSE;-0.0742047879279143;1380;lod_npx;10.0.0
OID50775;assay;Q9UJ70;NAGK;Reveal;1;R10001;FALSE;-3.07925597621814;774;lod_npx;10.0.0
OID50776;assay;Q6XQN6;NAPRT;Reveal;1;R10001;FALSE;-0.301960111439813;16060;lod_npx;10.0.0
OID50778;assay;O76036;NCR1;Reveal;1;R10001;FALSE;-0.663012366697021;5028;lod_npx;10.0.0
OID50779;assay;Q68D85;NCR3LG1;Reveal;1;R10001;FALSE;-0.374342520454562;1036;lod_npx;10.0.0
OID50780;assay;P62166;NCS1;Reveal;1;R10001;FALSE;-4.68630149754204;2490;lod_npx;10.0.0
OID50782;assay;Q16718;NDUFA5;Reveal;1;R10001;FALSE;-0.668586810292605;2190;lod_npx;10.0.0
OID50783;assay;P17568;NDUFB7;Reveal;1;R10001;FALSE;-0.125053575496957;3974;lod_npx;10.0.0
OID50785;assay;Q92859;NEO1;Reveal;1;R10001;FALSE;-3.16335421880492;190;lod_count;10.0.0
OID50786;assay;O94916;NFAT5;Reveal;1;R10001;FALSE;-0.108544632712849;9182;lod_npx;10.0.0
OID50787;assay;O95644;NFATC1;Reveal;1;R10001;FALSE;-1.28390687098259;2500;lod_npx;10.0.0
OID50788;assay;Q9UMS0;NFU1;Reveal;1;R10001;FALSE;-2.61430431558418;828;lod_npx;10.0.0
OID50790;assay;Q9H9Q4;NHEJ1;Reveal;1;R10001;FALSE;-4.36016452008136;272;lod_count;10.0.0
OID50791;assay;Q86X76;NIT1;Reveal;1;R10001;FALSE;-5.82792508863124;176;lod_count;10.0.0
OID50792;assay;Q13287;NMI;Reveal;1;R10001;FALSE;-0.286310085368476;7584;lod_npx;10.0.0
OID50793;assay;O60500;NPHS1;Reveal;1;R10001;FALSE;-0.246708722919381;15012;lod_npx;10.0.0
OID50794;assay;P06748;NPM1;Reveal;1;R10001;FALSE;0.548843559259268;71160;lod_npx;10.0.0
OID50795;assay;P23582;NPPC;Reveal;1;R10001;FALSE;-4.46048185649211;736;lod_npx;10.0.0
OID50796;assay;P01303;NPY;Reveal;1;R10001;FALSE;-2.07245190221978;1466;lod_npx;10.0.0
OID50797;assay;Q9BXI3;NT5C1A;Reveal;1;R10001;FALSE;-2.39365584842365;1146;lod_npx;10.0.0
OID50798;assay;P20783;NTF3;Reveal;1;R10001;FALSE;-4.13601840550108;192;lod_count;10.0.0
OID50799;assay;Q9Y5A7;NUB1;Reveal;1;R10001;FALSE;-0.592495946878518;324;lod_npx;10.0.0
OID50800;assay;P80303;NUCB2;Reveal;1;R10001;FALSE;-2.80149958596744;1036;lod_npx;10.0.0
OID50801;assay;Q9Y266;NUDC;Reveal;1;R10001;FALSE;-4.51172175447632;300;lod_count;10.0.0
OID50802;assay;Q8IVD9;NUDCD3;Reveal;1;R10001;FALSE;-4.03116203431409;1370;lod_npx;10.0.0
OID50803;assay;P49757;NUMB;Reveal;1;R10001;FALSE;-4.63987940863195;622;lod_npx;10.0.0
OID50804;assay;O95157;NXPH3;Reveal;1;R10001;FALSE;-1.7568911919062;2232;lod_npx;10.0.0
OID50805;assay;Q9NPH6;OBP2B;Reveal;1;R10001;FALSE;-4.36596136502309;554;lod_npx;10.0.0
OID50806;assay;Q16625;OCLN;Reveal;1;R10001;FALSE;-2.01244790655225;2910;lod_npx;10.0.0
OID50807;assay;O60502;OGA;Reveal;1;R10001;FALSE;-1.35166940453568;5276;lod_npx;10.0.0
OID50808;assay;Q9NZT2;OGFR;Reveal;1;R10001;FALSE;-3.59263770766835;1072;lod_npx;10.0.0
OID50809;assay;P13725;OSM;Reveal;1;R10001;FALSE;-3.51837351642723;1042;lod_npx;10.0.0
OID50810;assay;Q6GQQ9;OTUD7B;Reveal;1;R10001;FALSE;-1.1413621447656;1902;lod_npx;10.0.0
OID50811;assay;P09466;PAEP;Reveal;1;R10001;FALSE;-2.49787792193647;2016;lod_npx;10.0.0
OID50812;assay;Q9NWQ8;PAG1;Reveal;1;R10001;FALSE;-3.92341013970645;1358;lod_npx;10.0.0
OID50813;assay;O75781;PALM;Reveal;1;R10001;FALSE;-2.43741343160874;594;lod_npx;10.0.0
OID50814;assay;Q8IXS6;PALM2;Reveal;1;R10001;FALSE;-2.45880673600432;5394;lod_npx;10.0.0
OID50815;assay;Q96AQ6;PBXIP1;Reveal;1;R10001;FALSE;-1.74613521151961;1226;lod_npx;10.0.0
OID50816;assay;Q15366;PCBP2;Reveal;1;R10001;FALSE;-1.82106872407268;882;lod_npx;10.0.0
OID50817;assay;Q9NPG4;PCDH12;Reveal;1;R10001;FALSE;-2.88890158165531;764;lod_npx;10.0.0
OID50818;assay;O60245;PCDH7;Reveal;1;R10001;FALSE;-0.371380206541237;3568;lod_npx;10.0.0
OID50819;assay;Q9HC56;PCDH9;Reveal;1;R10001;FALSE;-2.73517943008406;520;lod_npx;10.0.0
OID50820;assay;Q9Y5E8;PCDHB15;Reveal;1;R10001;FALSE;-3.36114632388542;150;lod_count;10.0.0
OID50821;assay;Q16549;PCSK7;Reveal;1;R10001;FALSE;-3.03253475055231;842;lod_npx;10.0.0
OID50822;assay;Q15116;PDCD1;Reveal;1;R10001;FALSE;-4.96704597214487;454;lod_npx;10.0.0
OID50823;assay;Q9BQ51;PDCD1LG2;Reveal;1;R10001;FALSE;-0.819616319401224;3586;lod_npx;10.0.0
OID50824;assay;Q5T2W1;PDZK1;Reveal;1;R10001;FALSE;-1.42747062149564;482;lod_npx;10.0.0
OID50825;assay;P56645;PER3;Reveal;1;R10001;FALSE;-0.839006099487525;1240;lod_npx;10.0.0
OID50826;assay;O60825;PFKFB2;Reveal;1;R10001;FALSE;-7.8282325769698;182;lod_count;10.0.0
OID50827;assay;P49763;PGF;Reveal;1;R10001;FALSE;-2.23330823086924;1786;lod_npx;10.0.0
OID50828;assay;Q96LB9;PGLYRP3;Reveal;1;R10001;FALSE;-2.08629599013365;2392;lod_npx;10.0.0
OID50829;assay;Q86UU1;PHLDB1;Reveal;1;R10001;FALSE;-0.903026251991466;4686;lod_npx;10.0.0
OID50830;assay;Q6ZUJ8;PIK3AP1;Reveal;1;R10001;FALSE;-3.34286534746337;1048;lod_npx;10.0.0
OID50831;assay;Q13563;PKD2;Reveal;1;R10001;FALSE;-3.17098698838245;1266;lod_npx;10.0.0
OID50832;assay;O15496;PLA2G10;Reveal;1;R10001;FALSE;-4.75370303862721;170;lod_count;10.0.0
OID50833;assay;Q9HCM2;PLXNA4;Reveal;1;R10001;FALSE;-1.36236873970206;2362;lod_npx;10.0.0
OID50834;assay;P54315;PNLIPRP1;Reveal;1;R10001;FALSE;-7.59771155559806;476;lod_npx;10.0.0
OID50835;assay;Q8WVV4;POF1B;Reveal;1;R10001;FALSE;2.54705352746369;11612;lod_npx;10.0.0
OID50836;assay;P61218;POLR2F;Reveal;1;R10001;FALSE;-0.950359408164198;6338;lod_npx;10.0.0
OID50837;assay;P01189;POMC;Reveal;1;R10001;FALSE;-3.74539271481011;928;lod_npx;10.0.0
OID50838;assay;Q15165;PON2;Reveal;1;R10001;FALSE;-4.06585980883756;3668;lod_npx;10.0.0
OID50839;assay;O60437;PPL;Reveal;1;R10001;FALSE;-1.40985641747183;4848;lod_npx;10.0.0
OID50840;assay;Q15172;PPP2R5A;Reveal;1;R10001;FALSE;-1.98415701860593;10800;lod_npx;10.0.0
OID50841;assay;Q06830;PRDX1;Reveal;1;R10001;FALSE;-1.09015579507543;3988;lod_npx;10.0.0
OID50842;assay;P30041;PRDX6;Reveal;1;R10001;FALSE;-1.68898273089985;806;lod_npx;10.0.0
OID50843;assay;P13861;PRKAR2A;Reveal;1;R10001;FALSE;-2.11170455632812;456;lod_npx;10.0.0
OID50844;assay;P58294;PROK1;Reveal;1;R10001;FALSE;-2.23082236557197;4578;lod_npx;10.0.0
OID50845;assay;Q5FWE3;PRRT3;Reveal;1;R10001;FALSE;-3.99119904804033;856;lod_npx;10.0.0
OID50846;assay;Q2VWP7;PRTG;Reveal;1;R10001;FALSE;-3.50736806492233;2118;lod_npx;10.0.0
OID50847;assay;Q6NUJ1;PSAPL1;Reveal;1;R10001;FALSE;-4.14348566484516;2250;lod_npx;10.0.0
OID50848;assay;O75475;PSIP1;Reveal;1;R10001;FALSE;-1.31137517614038;1800;lod_npx;10.0.0
OID50849;assay;Q99460;PSMD1;Reveal;1;R10001;FALSE;-0.476298048803412;466;lod_npx;10.0.0
OID50850;assay;O00233;PSMD9;Reveal;1;R10001;FALSE;-0.882923692221005;1630;lod_npx;10.0.0
OID50851;assay;Q06323;PSME1;Reveal;1;R10001;FALSE;-3.22594149709645;1278;lod_npx;10.0.0
OID50852;assay;Q9UL46;PSME2;Reveal;1;R10001;FALSE;-4.19427107972096;564;lod_npx;10.0.0
OID50853;assay;Q9BT73;PSMG3;Reveal;1;R10001;FALSE;-0.787863052057897;6152;lod_npx;10.0.0
OID50854;assay;Q5JS54;PSMG4;Reveal;1;R10001;FALSE;-0.873432531545798;1024;lod_npx;10.0.0
OID50855;assay;O60542;PSPN;Reveal;1;R10001;FALSE;-0.0362149556241387;400;lod_npx;10.0.0
OID50856;assay;O43586;PSTPIP1;Reveal;1;R10001;FALSE;-6.16460816631962;568;lod_npx;10.0.0
OID50857;assay;Q9H7Z7;PTGES2;Reveal;1;R10001;FALSE;-1.50917617986911;504;lod_npx;10.0.0
OID50858;assay;P01270;PTH;Reveal;1;R10001;FALSE;-2.02760509768122;2486;lod_npx;10.0.0
OID50859;assay;Q03431;PTH1R;Reveal;1;R10001;FALSE;-2.44135662894959;1136;lod_npx;10.0.0
OID50860;assay;Q13308;PTK7;Reveal;1;R10001;FALSE;-0.501099252711163;5800;lod_npx;10.0.0
OID50861;assay;P18031;PTPN1;Reveal;1;R10001;FALSE;-2.35220888445903;2178;lod_npx;10.0.0
OID50863;assay;Q92932;PTPRN2;Reveal;1;R10001;FALSE;-2.57626496530323;1144;lod_npx;10.0.0
OID50864;assay;Q15256;PTPRR;Reveal;1;R10001;FALSE;-1.81676119013103;3042;lod_npx;10.0.0
OID50865;assay;Q8WXC3;PYDC1;Reveal;1;R10001;FALSE;-0.242891139311812;3674;lod_npx;10.0.0
OID50866;assay;Q6K0P9;PYHIN1;Reveal;1;R10001;FALSE;-2.97918672960484;3348;lod_npx;10.0.0
OID50867;assay;Q8WUD1;RAB2B;Reveal;1;R10001;FALSE;-0.0720696168598511;874;lod_npx;10.0.0
OID50868;assay;Q8TBN0;RAB3IL1;Reveal;1;R10001;FALSE;-2.77669304903444;150;lod_count;10.0.0
OID50869;assay;P11234;RALB;Reveal;1;R10001;FALSE;-0.0876846249111616;1744;lod_npx;10.0.0
OID50870;assay;Q7LDG7;RASGRP2;Reveal;1;R10001;FALSE;-1.55959065905558;2364;lod_npx;10.0.0
OID50871;assay;Q9H477;RBKS;Reveal;1;R10001;FALSE;-3.9457100558609;2560;lod_npx;10.0.0
OID50872;assay;Q93062;RBPMS;Reveal;1;R10001;FALSE;0.0189859843355777;3040;lod_npx;10.0.0
OID50873;assay;O95980;RECK;Reveal;1;R10001;FALSE;-3.72869305166452;376;lod_npx;10.0.0
OID50874;assay;Q6UW15;REG3G;Reveal;1;R10001;FALSE;-1.33679699624107;150;lod_count;10.0.0
OID50875;assay;P07949;RET;Reveal;1;R10001;FALSE;-3.04564804034323;3340;lod_npx;10.0.0
OID50876;assay;P35249;RFC4;Reveal;1;R10001;FALSE;-2.43560269748604;1454;lod_npx;10.0.0
OID50877;assay;Q9H4X1;RGCC;Reveal;1;R10001;FALSE;-0.163801935228586;2294;lod_npx;10.0.0
OID50878;assay;Q96NA2;RILP;Reveal;1;R10001;FALSE;-2.69579995184295;470;lod_npx;10.0.0
OID50879;assay;Q8NC42;RNF149;Reveal;1;R10001;FALSE;0.005690408965356;5158;lod_npx;10.0.0
